postcode,population,mean_age,perc_foreigners,salary
2987,1832,37,0.05,28398.0
2988,1619,37,0.07,26522.0
2989,163,53,0.02,16172.0
2990,243,53,0.02,16172.0
2991,579,47,0.06,17115.0
2992,233,61,0.06,13196.0
2993,278,45,0.02,15771.0
2994,115,55,0.06,17351.0
2995,98,51,0.0,16325.0
2996,464,47,0.04,17541.0
2997,168,44,0.05,19088.0
2998,5941,41,0.04,19950.0
2999,1117,43,0.05,17250.0
3000,451,47,0.02,16600.0
3001,874,47,0.02,16473.0
3002,51941,39,0.05,19876.0
3003,539,50,0.01,18422.0
3004,548,49,0.04,16241.0
3005,532,49,0.0,16140.0
3006,427,50,0.01,16713.0
3007,283,49,0.0,16140.0
3008,408,43,0.09,26429.0
3009,230,42,0.09,27577.0
3010,26201,42,0.08,28052.0
3011,82,50,0.04,20361.0
3012,273,55,0.01,15778.0
3013,2560,42,0.11,19991.0
3014,5917,42,0.29,23235.0
3015,5315,35,0.07,24914.0
3016,937,46,0.06,29096.0
3017,2280,42,0.05,28975.0
3018,1991,44,0.06,27870.0
3019,1553,43,0.11,27733.0
3020,8094,43,0.04,28630.0
3021,9811,41,0.14,27220.0
3022,693,44,0.03,15315.0
3023,569,46,0.04,16585.0
3024,358,43,0.04,21774.0
3025,611,44,0.05,21878.0
3026,330,44,0.05,21878.0
3027,61,44,0.05,21878.0
3028,94,44,0.01,21099.0
3029,119,44,0.05,21878.0
3030,228,44,0.01,21099.0
3031,843,45,0.11,23056.0
3032,731,45,0.07,22476.0
3033,1896,44,0.06,20271.0
3034,78,48,0.04,18626.0
3035,178,44,0.05,21878.0
3036,752,44,0.01,21099.0
3037,111,44,0.01,21099.0
3038,43,44,0.01,21099.0
3039,42,44,0.01,21099.0
3040,2167,51,0.08,21510.0
3041,239,45,0.11,21244.0
3042,490,45,0.11,21283.0
3043,137,45,0.11,21244.0
3044,18,45,0.11,21244.0
3045,604,53,0.1,17973.0
3046,175,53,0.1,17973.0
3047,501,54,0.06,21215.0
3048,205,53,0.1,17973.0
3049,363,54,0.05,17187.0
3050,286,55,0.03,19940.0
3051,70,52,0.03,17616.0
3052,447,52,0.03,17616.0
3053,132,54,0.05,17187.0
3054,18380,42,0.09,26471.0
3055,788,45,0.02,22439.0
3056,1724,42,0.03,23845.0
3057,198,50,0.02,19391.0
3058,152,49,0.02,20364.0
3059,451,50,0.02,19391.0
3060,545,47,0.02,25395.0
3061,163,47,0.02,25269.0
3062,238,49,0.02,21375.0
3063,2358,49,0.02,22432.0
3064,740,48,0.02,22007.0
3065,77,49,0.02,21373.0
3066,73,49,0.01,23430.0
3067,153,49,0.02,22323.0
3068,401,48,0.04,24938.0
3069,1737,49,0.05,20720.0
3070,242,46,0.02,24742.0
3071,503,47,0.02,24985.0
3072,179,47,0.02,25735.0
3073,267,48,0.02,25134.0
3074,132,48,0.02,25134.0
3075,583,48,0.02,25238.0
3076,210,48,0.02,25134.0
3077,142,47,0.02,25269.0
3078,69,50,0.03,20670.0
3079,294,50,0.03,20670.0
3080,45,50,0.03,20670.0
3081,55,62,0.05,18093.0
3082,226,49,0.13,21214.0
3083,18810,40,0.24,26046.0
3084,2020,38,0.29,24695.0
3085,12148,41,0.07,23939.0
3086,15746,41,0.06,26044.0
3087,10401,43,0.08,23238.0
3088,23932,40,0.09,23827.0
3089,22455,40,0.13,21037.0
3090,31447,35,0.06,26312.0
3091,9122,41,0.11,23874.0
3092,753,44,0.02,23667.0
3093,1288,45,0.04,24044.0
3094,1413,43,0.03,24629.0
3095,178,51,0.12,24801.0
3096,417,47,0.11,25071.0
3097,174,46,0.24,22851.0
3098,22,46,0.24,22851.0
3099,902,43,0.09,26751.0
3100,9477,31,0.1,25405.0
3101,7501,38,0.14,22613.0
3102,6042,37,0.14,24456.0
3103,59,50,0.03,20670.0
3104,266,50,0.03,20670.0
3105,555,44,0.07,18707.0
3106,1051,40,0.08,19722.0
3107,1005,48,0.04,16533.0
3108,330,41,0.07,19912.0
3109,471,44,0.04,18265.0
3110,711,41,0.07,19286.0
3111,7679,41,0.2,23061.0
3112,15477,40,0.17,24304.0
3113,11354,42,0.21,23143.0
3114,121,50,0.22,20858.0
3115,103,58,0.08,12385.0
3116,730,47,0.13,22008.0
3117,489,42,0.07,20422.0
3118,852,47,0.06,21058.0
3119,303,46,0.07,20300.0
3120,274,47,0.03,20845.0
3121,237,52,0.11,20493.0
3122,92,41,0.06,20670.0
3123,649,50,0.13,18649.0
3124,90,49,0.02,17999.0
3125,549,46,0.13,19478.0
3126,478,43,0.09,20539.0
3127,597,49,0.03,20285.0
3128,122,50,0.02,19504.0
3129,974,47,0.09,19672.0
3130,998,47,0.07,20224.0
3131,1241,48,0.08,19328.0
3132,439,50,0.06,19258.0
3133,606,47,0.1,19338.0
3134,64,44,0.02,20030.0
3135,107,51,0.07,19569.0
3136,872,48,0.04,21365.0
3137,1373,45,0.12,19979.0
3138,335,49,0.06,20347.0
3139,99,49,0.07,21724.0
3140,138,49,0.04,20416.0
3141,268,51,0.15,21076.0
3142,14,50,0.18,20730.0
3143,232,50,0.31,20630.0
3144,133,49,0.26,20558.0
3145,87,56,0.05,19987.0
3146,49,58,0.03,19865.0
3147,661,40,0.02,16984.0
3148,260,39,0.03,21424.0
3149,996,39,0.03,19145.0
3150,426,40,0.03,17915.0
3151,560,45,0.03,17074.0
3152,4251,39,0.04,19163.0
3153,1705,38,0.04,16472.0
3154,262,38,0.04,16472.0
3155,5000,39,0.03,18608.0
3156,4806,39,0.04,18528.0
3157,3573,39,0.03,19648.0
3158,646,45,0.08,17250.0
3159,830,42,0.08,15702.0
3160,355,40,0.04,15348.0
3161,715,40,0.04,15356.0
3162,90,44,0.06,17528.0
3163,442,46,0.12,16731.0
3164,8899,45,0.08,30139.0
3165,6578,46,0.11,28901.0
3166,8360,46,0.1,27360.0
3167,17687,42,0.08,27721.0
3168,17990,45,0.08,28408.0
3169,19910,42,0.07,30099.0
3170,26214,40,0.08,27644.0
3171,17389,42,0.09,25953.0
3172,32078,38,0.07,25654.0
3173,6571,39,0.07,21699.0
3174,840,40,0.04,22016.0
3175,573,41,0.07,19766.0
3176,794,43,0.01,23612.0
3177,116,54,0.05,17530.0
3178,2678,45,0.06,17038.0
3179,52,39,0.07,17842.0
3180,7740,40,0.04,19685.0
3181,104,47,0.09,18096.0
3182,711,46,0.13,26149.0
3183,854,38,0.23,21090.0
3184,693,44,0.01,18553.0
3185,8225,42,0.1,18909.0
3186,992,46,0.04,15672.0
3187,957,44,0.05,16378.0
3188,1320,40,0.1,28255.0
3189,444,43,0.05,32369.0
3190,380,42,0.07,27748.0
3191,638,46,0.05,27774.0
3192,646,48,0.04,20471.0
3193,187,48,0.04,20471.0
3194,306,49,0.03,20229.0
3195,578,51,0.01,19937.0
3196,270,53,0.01,18900.0
3197,228,53,0.01,18740.0
3198,201,53,0.04,19644.0
3199,178,53,0.04,19644.0
3200,299,53,0.04,19832.0
3201,174,53,0.05,20078.0
3202,5816,40,0.05,29055.0
3203,562,40,0.07,21461.0
3204,173,40,0.07,21790.0
3205,7710,39,0.02,18937.0
3206,8832,40,0.11,20574.0
3207,665,50,0.03,27256.0
3208,259,35,0.05,17387.0
3209,2509,41,0.02,24759.0
3210,2442,41,0.01,26965.0
3211,4281,39,0.03,24965.0
3212,3306,41,0.01,23621.0
3213,2142,42,0.03,26076.0
3214,2868,42,0.03,22922.0
3215,16825,38,0.05,25300.0
3216,2819,40,0.02,24217.0
3217,809,42,0.02,24477.0
3218,1398,42,0.03,24183.0
3219,762,51,0.06,16004.0
3220,301,53,0.1,21574.0
3221,806,45,0.06,19247.0
3222,15841,39,0.24,21329.0
3223,4167,41,0.18,19174.0
3224,1331,43,0.15,18791.0
3225,267,48,0.17,18837.0
3226,319,50,0.03,16058.0
3227,387,49,0.03,18088.0
3228,3050,44,0.19,17749.0
3229,1015,47,0.09,18201.0
3230,551,50,0.13,17685.0
3231,885,55,0.11,18331.0
3232,391,50,0.01,19113.0
3233,611,45,0.05,18435.0
3234,659,50,0.15,19018.0
3235,478,46,0.03,17240.0
3236,692,49,0.17,18395.0
3237,588,51,0.12,17655.0
3238,132,56,0.08,14642.0
3239,255,49,0.02,16689.0
3240,854,39,0.11,25518.0
3241,949,44,0.11,24515.0
3242,31397,39,0.11,20782.0
3243,14972,39,0.13,19445.0
3244,393,50,0.04,20295.0
3245,807,48,0.07,20129.0
3246,24619,42,0.05,23270.0
3247,9094,42,0.05,23502.0
3248,63,44,0.02,22094.0
3249,548,48,0.01,18306.0
3250,453,48,0.02,21193.0
3251,1575,46,0.04,24515.0
3252,200,48,0.02,21194.0
3253,165,51,0.01,18654.0
3254,84,46,0.01,23372.0
3255,1190,44,0.02,23305.0
3256,358,45,0.05,23473.0
3257,801,46,0.03,22323.0
3258,856,46,0.04,24565.0
3259,882,43,0.02,21929.0
3260,584,48,0.02,22841.0
3261,793,47,0.02,21475.0
3262,319,51,0.01,18654.0
3263,4737,41,0.05,21635.0
3264,260,44,0.03,24910.0
3265,931,47,0.03,24708.0
3266,1386,46,0.02,21446.0
3267,1533,41,0.04,21106.0
3268,705,55,0.01,17962.0
3269,399,54,0.05,17530.0
3270,234,57,0.03,16823.0
3271,218,57,0.03,16823.0
3272,950,54,0.03,19401.0
3273,144,53,0.05,22693.0
3274,319,54,0.05,21736.0
3275,544,48,0.17,23790.0
3276,501,44,0.15,26114.0
3277,1193,42,0.13,26976.0
3278,311,48,0.22,26263.0
3279,227,47,0.22,27294.0
3280,124,43,0.13,25404.0
3281,26,43,0.13,25404.0
3282,5465,36,0.08,30107.0
3283,310,45,0.1,25620.0
3284,1509,37,0.07,27774.0
3285,335,42,0.11,29606.0
3286,1227,42,0.2,25711.0
3287,713,45,0.07,25038.0
3288,189,46,0.23,23621.0
3289,58,46,0.23,23621.0
3290,623,44,0.22,25655.0
3291,545,48,0.14,24483.0
3292,1281,36,0.06,17699.0
3293,526,51,0.09,15035.0
3294,210,50,0.03,18585.0
3295,925,46,0.05,17218.0
3296,6791,39,0.09,17750.0
3297,486,47,0.01,13973.0
3298,677,45,0.06,15776.0
3299,1023,43,0.02,20620.0
3300,664,38,0.06,18013.0
3301,131,39,0.03,19493.0
3302,651,42,0.01,16895.0
3303,902,43,0.03,16594.0
3304,2216,43,0.02,16581.0
3305,3098,41,0.05,16237.0
3306,405,46,0.01,15720.0
3307,2910,42,0.09,15980.0
3308,2109,46,0.07,15252.0
3309,286,52,0.08,20076.0
3310,194,54,0.06,20678.0
3311,257,57,0.03,15432.0
3312,799,52,0.09,16879.0
3313,642,54,0.13,18347.0
3314,273,45,0.21,20424.0
3315,1181,62,0.23,21962.0
3316,2484,39,0.18,20787.0
3317,2233,52,0.22,20348.0
3318,381,52,0.06,18656.0
3319,421,57,0.05,17439.0
3320,545,56,0.16,15182.0
3321,122,55,0.08,20448.0
3322,719,39,0.14,24288.0
3323,112,67,0.11,23771.0
3324,107,66,0.0,13984.0
3325,104,63,0.08,18183.0
3326,2885,38,0.1,23990.0
3327,1330,40,0.17,22088.0
3328,3588,39,0.19,21457.0
3329,192,38,0.09,23299.0
3330,10657,34,0.16,22955.0
3331,522,47,0.16,19914.0
3332,554,58,0.09,16914.0
3333,1860,46,0.04,25678.0
3334,2608,48,0.02,21552.0
3335,1667,39,0.11,22005.0
3336,25404,39,0.15,22368.0
3337,1342,43,0.08,20948.0
3338,237,41,0.06,25268.0
3339,890,44,0.05,22617.0
3340,370,51,0.05,18717.0
3341,672,45,0.13,21911.0
3342,314,52,0.05,19492.0
3343,209,46,0.08,19523.0
3344,738,54,0.1,21932.0
3345,189,59,0.11,19277.0
3346,357,52,0.07,18355.0
3347,2161,46,0.16,23182.0
3348,529,48,0.09,22095.0
3349,425,50,0.08,22162.0
3350,492,49,0.2,29182.0
3351,61,44,0.18,24175.0
3352,305,47,0.14,22812.0
3353,101,55,0.06,15834.0
3354,28,46,0.17,22902.0
3355,59,54,0.02,15794.0
3356,729,49,0.08,21089.0
3357,56,43,0.03,16727.0
3358,1111,47,0.4,22117.0
3359,1686,48,0.16,20386.0
3360,787,52,0.16,20636.0
3361,1866,45,0.02,19355.0
3362,237,55,0.01,21178.0
3363,2052,45,0.02,21607.0
3364,182,52,0.26,17239.0
3365,866,40,0.14,19725.0
3366,2402,43,0.05,17927.0
3367,2471,43,0.07,17216.0
3368,1738,40,0.14,19725.0
3369,423,40,0.05,21202.0
3370,1167,42,0.05,20844.0
3371,268,56,0.03,19622.0
3372,386,54,0.01,18895.0
3373,394,54,0.01,18895.0
3374,335,54,0.01,18895.0
3375,148,46,0.04,21883.0
3376,378,54,0.02,18148.0
3377,266,53,0.04,18966.0
3378,182,49,0.04,20415.0
3379,329,50,0.03,20031.0
3380,80,54,0.02,18148.0
3381,249,54,0.02,18148.0
3382,265,54,0.02,18148.0
3383,15945,43,0.09,26312.0
3384,4818,38,0.06,28932.0
3385,18763,40,0.07,28725.0
3386,533,42,0.01,26055.0
3387,6167,37,0.06,32761.0
3388,14689,41,0.05,29168.0
3389,8661,39,0.06,28049.0
3390,2186,39,0.04,27969.0
3391,18608,40,0.06,27901.0
3392,267,56,0.03,16700.0
3393,516,51,0.06,18874.0
3394,213,51,0.05,19168.0
3395,389,48,0.03,20082.0
3396,52,56,0.05,17787.0
3397,56,56,0.05,17787.0
3398,38,56,0.05,17787.0
3399,101,52,0.06,17901.0
3400,182,44,0.04,23393.0
3401,512,45,0.18,20946.0
3402,499,41,0.11,22510.0
3403,121,41,0.11,22510.0
3404,452,43,0.05,23734.0
3405,8473,40,0.05,23843.0
3406,14029,37,0.03,21489.0
3407,8214,39,0.04,24221.0
3408,12860,35,0.04,21330.0
3409,10199,34,0.03,27487.0
3410,1308,41,0.05,16821.0
3411,1177,42,0.07,17107.0
3412,1205,42,0.03,18509.0
3413,2916,38,0.25,20313.0
3414,731,44,0.21,18679.0
3415,418,45,0.01,21371.0
3416,3916,41,0.06,19769.0
3417,181,44,0.06,19767.0
3418,2820,43,0.04,20137.0
3419,909,47,0.03,19341.0
3420,357,50,0.07,18221.0
3421,352,52,0.06,17776.0
3422,12120,35,0.01,17434.0
3423,7093,47,0.1,25500.0
3424,6418,47,0.13,25880.0
3425,2520,48,0.09,26039.0
3426,3680,46,0.11,26438.0
3427,6433,47,0.12,28047.0
3428,3269,46,0.11,26105.0
3429,10131,43,0.09,28649.0
3430,14410,37,0.07,31331.0
3431,9531,45,0.11,27722.0
3432,14771,42,0.11,28529.0
3433,14261,44,0.08,27704.0
3434,9899,43,0.1,27543.0
3435,12460,41,0.08,29297.0
3436,15151,38,0.06,29349.0
3437,8351,43,0.09,26592.0
3438,20762,40,0.08,26657.0
3439,18157,39,0.06,29591.0
3440,45245,41,0.06,28209.0
3441,10006,39,0.04,28572.0
3442,13362,41,0.1,27723.0
3443,19556,35,0.06,19674.0
3444,5639,37,0.02,16860.0
3445,334,39,0.05,18588.0
3446,1472,41,0.03,17677.0
3447,5010,39,0.02,19720.0
3448,746,45,0.04,18642.0
3449,3371,41,0.05,18718.0
3450,41208,35,0.06,24815.0
3451,5009,37,0.02,21323.0
3452,844,37,0.01,18168.0
3453,154,38,0.04,19159.0
3454,2254,40,0.03,19284.0
3455,1614,40,0.04,19874.0
3456,146,39,0.03,18153.0
3457,13654,37,0.02,19982.0
3458,1923,37,0.02,18141.0
3459,21176,39,0.03,20153.0
3460,852,42,0.03,19177.0
3461,9703,41,0.05,19643.0
3462,2543,42,0.1,20424.0
3463,1041,42,0.2,17615.0
3464,1073,43,0.13,17334.0
3465,9476,47,0.08,29191.0
3466,27009,43,0.08,27972.0
3467,6772,46,0.13,30303.0
3468,14216,44,0.07,29258.0
3469,12278,44,0.08,30078.0
3470,20742,41,0.1,27567.0
3471,29101,43,0.13,25696.0
3472,1317,51,0.02,21298.0
3473,10651,43,0.05,23252.0
3474,1508,44,0.26,18267.0
3475,155,60,0.21,14793.0
3476,5407,41,0.08,26857.0
3477,4086,45,0.08,20439.0
3478,1815,43,0.12,15783.0
3479,574,49,0.09,15077.0
3480,392,50,0.1,14332.0
3481,267,53,0.04,17268.0
3482,305,46,0.01,18753.0
3483,5204,45,0.1,15913.0
3484,634,48,0.02,22694.0
3485,226,46,0.0,14567.0
3486,912,42,0.15,26772.0
3487,78,46,0.19,24933.0
3488,343,48,0.01,18083.0
3489,677,45,0.04,22188.0
3490,1500,37,0.02,17320.0
3491,588,51,0.11,17334.0
3492,167,51,0.02,19364.0
3493,75,52,0.02,19068.0
3494,213,52,0.02,19068.0
3495,107,52,0.02,19068.0
3496,109,52,0.02,19068.0
3497,1488,46,0.32,23770.0
3498,593,45,0.25,22964.0
3499,1290,48,0.17,23561.0
3500,10026,44,0.11,25997.0
3501,863,44,0.04,27323.0
3502,73,43,0.05,27664.0
3503,275,47,0.06,15763.0
3504,7182,38,0.04,19100.0
3505,1523,38,0.34,20948.0
3506,24730,33,0.19,20373.0
3507,2511,36,0.28,20925.0
3508,15209,34,0.27,20349.0
3509,5107,34,0.17,20909.0
3510,12587,37,0.08,20917.0
3511,3566,38,0.14,21058.0
3512,2547,42,0.04,18521.0
3513,1738,45,0.04,18074.0
3514,2762,39,0.11,19491.0
3515,2928,40,0.06,19758.0
3516,196,41,0.05,19860.0
3517,265,45,0.03,19901.0
3518,2142,41,0.05,21297.0
3519,252,59,0.07,14913.0
3520,17213,43,0.09,25584.0
3521,165,50,0.04,19876.0
3522,177,56,0.08,14593.0
3523,115,46,0.04,24759.0
3524,261,41,0.07,19722.0
3525,760,47,0.08,19289.0
3526,218,46,0.19,24933.0
3527,374,54,0.01,19061.0
3528,336,46,0.01,18091.0
3529,1451,39,0.05,28231.0
3530,1879,41,0.06,26075.0
3531,4714,40,0.1,28770.0
3532,557,42,0.04,37790.0
3533,1915,42,0.09,26205.0
3534,318,42,0.09,26205.0
3535,3262,38,0.06,24820.0
3536,2703,44,0.13,25229.0
3537,432,43,0.12,26598.0
3538,1117,41,0.11,24201.0
3539,1328,44,0.09,26967.0
3540,774,46,0.09,26904.0
3541,983,44,0.09,25488.0
3542,1002,45,0.14,24988.0
3543,2877,44,0.08,26984.0
3544,723,42,0.08,26695.0
3545,3492,45,0.08,25785.0
3546,251,44,0.03,24838.0
3547,223,46,0.07,24983.0
3548,24,44,0.04,27339.0
3549,694,46,0.06,24985.0
3550,280,49,0.06,17767.0
3551,277,49,0.09,18927.0
3552,148,49,0.03,16953.0
3553,216,52,0.06,16591.0
3554,102,48,0.07,20959.0
3555,484,48,0.09,20058.0
3556,327,48,0.03,20000.0
3557,300,49,0.05,20609.0
3558,121,50,0.05,19468.0
3559,529,51,0.13,21204.0
3560,64,48,0.04,20413.0
3561,249,49,0.06,19780.0
3562,253,52,0.06,19689.0
3563,186,48,0.03,20121.0
3564,225,51,0.14,17144.0
3565,302,51,0.2,38285.0
3566,127,48,0.08,19694.0
3567,270,50,0.06,20823.0
3568,243,52,0.12,25453.0
3569,90,44,0.22,21019.0
3570,137,50,0.04,14517.0
3571,568,51,0.05,19168.0
3572,109,51,0.05,19168.0
3573,157,51,0.05,19168.0
3574,119,45,0.05,21514.0
3575,373,52,0.05,19525.0
3576,284,52,0.05,19555.0
3577,627,48,0.06,22782.0
3578,173,49,0.02,23772.0
3579,119,47,0.05,18923.0
3580,228,44,0.08,21263.0
3581,160,41,0.09,24644.0
3582,1014,51,0.06,18936.0
3583,130,53,0.1,20981.0
3584,292,51,0.09,19358.0
3585,870,40,0.08,17929.0
3586,567,44,0.09,17689.0
3587,440,46,0.25,18125.0
3588,12827,39,0.04,22076.0
3589,257,37,0.08,20087.0
3590,8374,34,0.04,17877.0
3591,7820,38,0.03,21042.0
3592,248,46,0.02,20230.0
3593,135,52,0.02,19068.0
3594,193,56,0.01,17276.0
3595,48,56,0.04,14860.0
3596,311,49,0.07,22612.0
3597,171,44,0.4,17830.0
3598,316,50,0.22,24288.0
3599,16612,40,0.21,24462.0
3600,5310,42,0.18,25163.0
3601,241,47,0.02,25307.0
3602,477,49,0.04,23449.0
3603,1171,49,0.02,22969.0
3604,59,49,0.01,23994.0
3605,139,47,0.16,22294.0
3606,458,44,0.16,21944.0
3607,151,50,0.0,19236.0
3608,161,49,0.08,22025.0
3609,66,51,0.06,18236.0
3610,22061,36,0.05,26354.0
3611,8422,40,0.05,25493.0
3612,343,50,0.02,22910.0
3613,1326,48,0.13,20595.0
3614,776,51,0.02,19297.0
3615,617,48,0.04,20521.0
3616,3266,42,0.07,22206.0
3617,1707,48,0.02,20858.0
3618,1529,49,0.02,21513.0
3619,960,49,0.07,20045.0
3620,631,47,0.05,23378.0
3621,766,49,0.02,21150.0
3622,392,48,0.0,20258.0
3623,33,54,0.04,19338.0
3624,9,40,0.05,27528.0
3625,1078,45,0.05,21090.0
3626,989,51,0.02,25141.0
3627,615,51,0.02,24960.0
3628,463,57,0.02,19028.0
3629,117,54,0.01,18344.0
3630,367,54,0.01,18231.0
3631,255,59,0.02,16994.0
3632,107,59,0.02,16994.0
3633,1139,41,0.05,24375.0
3634,1538,44,0.06,21758.0
3635,601,50,0.02,19793.0
3636,1584,51,0.02,19408.0
3637,1091,46,0.06,21130.0
3638,241,52,0.02,19201.0
3639,842,51,0.01,19290.0
3640,376,51,0.13,20189.0
3641,378,54,0.07,18338.0
3642,109,57,0.02,19354.0
3643,431,56,0.04,16331.0
3644,258,51,0.05,20606.0
3645,315,50,0.05,21973.0
3646,93,52,0.06,22293.0
3647,404,47,0.08,23368.0
3648,458,53,0.08,21526.0
3649,309,48,0.07,27827.0
3650,0,58,0.02,17080.0
3651,11,58,0.02,17218.0
3652,11,58,0.02,17080.0
3653,10,58,0.02,17080.0
3654,94,57,0.03,18389.0
3655,622,53,0.1,19273.0
3656,470,58,0.06,18883.0
3657,393,54,0.08,20004.0
3658,354,58,0.05,18897.0
3659,152,54,0.07,22931.0
3660,143,56,0.07,18986.0
3661,554,54,0.07,22918.0
3662,1395,55,0.05,20416.0
3663,115,54,0.07,22931.0
3664,166,54,0.07,22931.0
3665,211,58,0.05,18850.0
3666,4273,45,0.09,22905.0
3667,264,50,0.04,22974.0
3668,371,50,0.04,22931.0
3669,278,50,0.04,21967.0
3670,514,50,0.04,21967.0
3671,517,50,0.08,21168.0
3672,236,54,0.05,17187.0
3673,344,51,0.06,22814.0
3674,49,50,0.03,20670.0
3675,647,48,0.04,22371.0
3676,588,48,0.04,22371.0
3677,197,52,0.02,20232.0
3678,189,52,0.03,16768.0
3679,441,44,0.06,20469.0
3680,261,51,0.04,22314.0
3681,54,51,0.04,22314.0
3682,215,51,0.04,22314.0
3683,169,53,0.07,21067.0
3684,345,53,0.07,21067.0
3685,352,55,0.02,18808.0
3686,158,52,0.02,20423.0
3687,168,44,0.06,20469.0
3688,384,48,0.04,19736.0
3689,906,48,0.04,19736.0
3690,413,52,0.05,20031.0
3691,251,45,0.03,21374.0
3692,1169,44,0.02,22250.0
3693,1042,45,0.02,23211.0
3694,222,50,0.04,20846.0
3695,233,50,0.04,20846.0
3696,1897,45,0.01,22531.0
3697,1114,46,0.02,22651.0
3698,2477,43,0.04,22900.0
3699,615,50,0.04,20846.0
3700,367,50,0.04,20846.0
3701,567,49,0.06,22042.0
3702,911,47,0.04,21856.0
3703,369,48,0.02,21982.0
3704,787,47,0.03,21816.0
3705,912,51,0.05,18237.0
3706,84,53,0.12,27505.0
3707,122,59,0.04,15976.0
3708,397,58,0.03,14496.0
3709,68,61,0.07,13845.0
3710,48,61,0.07,13845.0
3711,57,51,0.04,16696.0
3712,25,58,0.04,15944.0
3713,223,51,0.17,19423.0
3714,109,57,0.0,19198.0
3715,61,57,0.03,15982.0
3716,148,55,0.09,16569.0
3717,24,53,0.08,12467.0
3718,47,55,0.09,16569.0
3719,29,55,0.09,16569.0
3720,51,67,0.1,13604.0
3721,66,70,0.11,19693.0
3722,46,47,0.24,18983.0
3723,76,45,0.22,19475.0
3724,72,56,0.01,20917.0
3725,22,56,0.01,20917.0
3726,5,56,0.01,20917.0
3727,19,64,0.0,12088.0
3728,2,64,0.0,12088.0
3729,24,56,0.0,18025.0
3730,16499,40,0.07,29854.0
3731,13454,41,0.12,29210.0
3732,13703,42,0.06,30276.0
3733,290,47,0.04,21960.0
3734,37,49,0.08,22025.0
3735,2160,40,0.02,16692.0
3736,1236,46,0.14,17592.0
3737,3467,42,0.06,18796.0
3738,7343,46,0.08,30213.0
3739,368,59,0.16,19733.0
3740,108,59,0.05,14091.0
3741,416,59,0.17,15526.0
3742,613,49,0.05,18578.0
3743,225,53,0.1,17208.0
3744,414,44,0.08,18127.0
3745,299,59,0.03,15150.0
3746,107,62,0.06,16777.0
3747,632,54,0.1,16042.0
3748,429,56,0.1,15749.0
3749,7367,40,0.17,21183.0
3750,1472,45,0.18,18732.0
3751,892,44,0.1,19002.0
3752,582,48,0.16,22423.0
3753,1963,42,0.25,17480.0
3754,703,51,0.1,17742.0
3755,375,51,0.05,16762.0
3756,184,51,0.01,18232.0
3757,6376,39,0.14,19876.0
3758,1301,44,0.08,18656.0
3759,755,44,0.03,19891.0
3760,2215,45,0.07,18958.0
3761,98,56,0.09,12434.0
3762,843,49,0.12,17771.0
3763,187,52,0.03,15284.0
3764,294,49,0.05,16117.0
3765,449,46,0.15,23671.0
3766,709,44,0.14,24216.0
3767,604,51,0.1,17935.0
3768,175,52,0.11,30001.0
3769,38,56,0.03,15260.0
3770,1388,43,0.27,22138.0
3771,486,50,0.11,24606.0
3772,92,54,0.07,39642.0
3773,6694,42,0.17,23087.0
3774,71,56,0.01,25848.0
3775,460,54,0.09,18259.0
3776,232,54,0.08,20713.0
3777,518,56,0.03,20528.0
3778,336,48,0.1,20736.0
3779,191,57,0.08,22144.0
3780,198,53,0.04,18427.0
3781,1918,42,0.14,22816.0
3782,215,50,0.08,20789.0
3783,167,42,0.14,22816.0
3784,607,41,0.05,29401.0
3785,648,44,0.05,28275.0
3786,182,45,0.02,30334.0
3787,2376,41,0.07,26063.0
3788,2012,43,0.06,27442.0
3789,182,53,0.09,20808.0
3790,762,53,0.05,19061.0
3791,280,42,0.06,26545.0
3792,11888,40,0.02,21673.0
3793,7209,40,0.04,23711.0
3794,4633,41,0.04,24090.0
3795,5986,40,0.04,21696.0
3796,3624,40,0.03,21321.0
3797,12946,39,0.03,26630.0
3798,14750,40,0.03,25106.0
3799,10632,40,0.03,26767.0
3800,11707,38,0.05,27580.0
3801,14227,37,0.03,23502.0
3802,22786,39,0.02,22560.0
3803,96894,35,0.03,23939.0
3804,73475,33,0.07,22049.0
3805,3503,34,0.11,20647.0
3806,3288,34,0.11,24540.0
3807,15070,35,0.07,19479.0
3808,6594,35,0.09,20431.0
3809,10946,37,0.05,18770.0
3810,345,37,0.06,18328.0
3811,449,47,0.14,20137.0
3812,468,42,0.25,21380.0
3813,1689,44,0.15,21065.0
3814,91,43,0.23,20653.0
3815,677,43,0.23,20653.0
3816,1321,46,0.15,20334.0
3817,1259,44,0.21,19793.0
3818,654,47,0.11,19150.0
3819,4,46,0.15,20334.0
3820,1492,45,0.14,20635.0
3821,515,44,0.09,21242.0
3822,3423,46,0.12,19998.0
3823,839,51,0.04,19715.0
3824,288,45,0.08,20949.0
3825,324,47,0.18,23442.0
3826,599,44,0.12,21888.0
3827,539,47,0.03,20141.0
3828,1112,40,0.05,26986.0
3829,724,48,0.03,20608.0
3830,594,50,0.03,20409.0
3831,138,53,0.02,18641.0
3832,240,47,0.03,20141.0
3833,85,49,0.03,19754.0
3834,703,59,0.03,16773.0
3835,118,59,0.01,15690.0
3836,30,57,0.02,18390.0
3837,196,57,0.02,18390.0
3838,326,58,0.01,16725.0
3839,45,58,0.01,16822.0
3840,51,59,0.01,15690.0
3841,73,59,0.01,15690.0
