postcode,population,mean_age,perc_foreigners,salary
4821,1331,49,0.11,24679.0
4822,427,46,0.17,24835.0
4823,432,45,0.19,23508.0
4824,102,45,0.19,23508.0
4825,319,45,0.29,25171.0
4826,325,45,0.29,25134.0
4827,8118,41,0.16,24225.0
4828,19593,43,0.19,29044.0
4829,17646,44,0.16,28989.0
4830,27684,40,0.23,26380.0
4831,35026,36,0.12,26355.0
4832,14198,35,0.12,25222.0
4833,26506,33,0.09,27669.0
4834,2692,31,0.13,32997.0
4835,1286,41,0.14,23101.0
4836,555,46,0.11,21532.0
4837,81,50,0.0,25085.0
4838,41,49,0.0,17379.0
4839,3339,44,0.2,25316.0
4840,43,49,0.09,24393.0
4841,3062,40,0.15,27994.0
4842,549,47,0.09,22083.0
4843,1184,40,0.09,24418.0
4844,3530,39,0.15,23612.0
4845,2151,35,0.19,27935.0
4846,144,42,0.21,23277.0
4847,2043,38,0.14,33347.0
4848,3918,39,0.02,19054.0
4849,6828,42,0.05,18935.0
4850,167,54,0.01,18625.0
4851,6611,39,0.06,25877.0
4852,25,52,0.03,21051.0
4853,259,47,0.04,23030.0
4854,104,52,0.03,21051.0
4855,99,47,0.03,25669.0
4856,1443,45,0.07,21067.0
4857,166,50,0.01,24184.0
4858,181,51,0.02,20614.0
4859,190,51,0.01,21740.0
4860,140,51,0.02,20608.0
4861,364,53,0.02,18998.0
4862,105,55,0.01,18327.0
4863,228,57,0.01,17634.0
4864,76,53,0.02,18998.0
4865,25,57,0.01,17634.0
4866,91,55,0.01,18233.0
4867,64,57,0.01,17721.0
4868,65,53,0.02,18998.0
4869,140,57,0.01,17634.0
4870,281,53,0.02,19168.0
4871,107,51,0.01,21740.0
4872,159,51,0.01,20518.0
4873,162,51,0.01,19969.0
4874,207,51,0.01,21032.0
4875,2152,39,0.15,33080.0
4876,2682,39,0.22,26829.0
4877,2512,41,0.25,23239.0
4878,2088,44,0.11,22799.0
4879,32705,31,0.15,35157.0
4880,3605,43,0.11,25170.0
4881,450,49,0.06,26717.0
4882,300,48,0.04,20966.0
4883,602,43,0.28,25461.0
4884,23,41,0.19,25935.0
4885,24839,41,0.25,24161.0
4886,289,57,0.01,24784.0
4887,71,50,0.01,18027.0
4888,8090,42,0.63,19698.0
4889,841,45,0.01,20481.0
4890,4990,39,0.03,17318.0
4891,780,48,0.02,16525.0
4892,642,47,0.07,23951.0
4893,595,50,0.06,21525.0
4894,293,48,0.06,22902.0
4895,448,50,0.03,22885.0
4896,484,51,0.06,21253.0
4897,232,51,0.01,20119.0
4898,407,51,0.01,21452.0
4899,11404,36,0.14,39211.0
4900,0,41,0.09,55832.0
4901,8236,40,0.14,24881.0
4902,9967,36,0.24,28510.0
4903,13746,32,0.2,31399.0
4904,4119,33,0.18,34986.0
4905,3010,37,0.18,26777.0
4906,87,54,0.0,22404.0
4907,1315,47,0.06,21938.0
4908,19086,33,0.28,36557.0
4909,17662,31,0.16,29759.0
4910,11,29,0.16,30074.0
4911,3103,37,0.28,30431.0
4912,3360,36,0.16,27850.0
4913,6377,35,0.19,29312.0
4914,4008,37,0.13,26113.0
4915,3110,37,0.18,26427.0
4916,541,42,0.11,21791.0
4917,4918,41,0.24,24221.0
4918,1499,43,0.09,22476.0
4919,459,49,0.13,24981.0
4920,286,50,0.1,17691.0
4921,615,42,0.21,27033.0
4922,187,48,0.14,19318.0
4923,337,50,0.17,23440.0
4924,65,49,0.19,22375.0
4925,109,49,0.19,22375.0
4926,18447,36,0.15,29097.0
4927,0,32,0.12,30486.0
4928,11719,35,0.18,30360.0
4929,273,38,0.14,29555.0
4930,254,52,0.01,21042.0
4931,233,52,0.01,21042.0
4932,681,50,0.01,20985.0
4933,509,48,0.04,18058.0
4934,157,54,0.06,20020.0
4935,208,55,0.06,19930.0
4936,287,51,0.03,20673.0
4937,276,52,0.01,21452.0
4938,173,45,0.01,20798.0
4939,544,48,0.09,23635.0
4940,292,47,0.03,21934.0
4941,158,51,0.05,20583.0
4942,505,50,0.01,19943.0
4943,344,48,0.02,21257.0
4944,484,48,0.03,21275.0
4945,265,52,0.02,20909.0
4946,542,52,0.02,20901.0
4947,492,51,0.01,21043.0
4948,220,51,0.01,21043.0
4949,743,48,0.01,22676.0
4950,445,46,0.02,22912.0
4951,178,51,0.03,21541.0
4952,515,49,0.02,21726.0
4953,355,49,0.01,20346.0
4954,85,48,0.02,20564.0
4955,7975,42,0.11,24082.0
4956,908,46,0.04,31652.0
4957,4260,44,0.06,30066.0
4958,2272,41,0.08,25124.0
4959,529,49,0.03,29968.0
4960,689,56,0.05,17480.0
4961,930,51,0.03,26148.0
4962,549,45,0.08,20507.0
4963,501,50,0.07,21062.0
4964,114,50,0.08,22332.0
4965,661,48,0.03,20854.0
4966,181,53,0.05,18983.0
4967,908,50,0.08,22408.0
4968,13898,39,0.36,20804.0
4969,23815,36,0.17,25878.0
4970,13427,37,0.18,27127.0
4971,7429,42,0.21,19848.0
4972,802,46,0.23,19678.0
4973,1763,42,0.21,19989.0
4974,24705,37,0.2,23242.0
4975,3314,39,0.45,22092.0
4976,2973,39,0.08,22464.0
4977,1982,38,0.09,29589.0
4978,898,39,0.07,31992.0
4979,33372,39,0.27,21428.0
4980,113,36,0.16,28451.0
4981,966,29,0.14,20422.0
4982,15849,41,0.5,20206.0
4983,1014,42,0.74,19965.0
4984,7398,38,0.18,20986.0
4985,489,47,0.09,23297.0
4986,11052,37,0.08,25696.0
4987,18684,38,0.1,26000.0
4988,6324,41,0.07,23956.0
4989,10517,37,0.08,25451.0
4990,2154,47,0.08,19014.0
4991,1741,45,0.1,19240.0
4992,487,46,0.03,18790.0
4993,20,46,0.03,18790.0
4994,1262,48,0.1,18917.0
4995,286,61,0.0,15995.0
4996,597,53,0.06,15981.0
4997,961,55,0.07,16957.0
4998,271,56,0.02,15103.0
4999,22499,43,0.62,19328.0
5000,31791,37,0.31,21193.0
5001,1046,51,0.06,20666.0
5002,393,49,0.02,22496.0
5003,234,49,0.02,22629.0
5004,162,49,0.01,23430.0
5005,335,49,0.02,23309.0
5006,333,49,0.02,23241.0
5007,70,50,0.02,21543.0
5008,383,50,0.02,21336.0
5009,175,49,0.02,22629.0
5010,69,49,0.02,22629.0
5011,336,49,0.02,22289.0
5012,176,49,0.02,22289.0
5013,127,49,0.02,22289.0
5014,186,49,0.02,22289.0
5015,251,52,0.01,21458.0
5016,239,52,0.01,21458.0
5017,71,52,0.01,21393.0
5018,433,44,0.04,23629.0
5019,130,43,0.04,22854.0
5020,205,50,0.01,21156.0
5021,216,49,0.01,23053.0
5022,140,49,0.01,23430.0
5023,164,47,0.02,21668.0
5024,10371,41,0.08,27761.0
5025,14548,41,0.09,29448.0
5026,14369,36,0.08,32098.0
5027,22423,41,0.06,26941.0
5028,766,43,0.09,27424.0
5029,680,41,0.07,28761.0
5030,984,40,0.02,28000.0
5031,887,41,0.03,28268.0
5032,749,42,0.03,18341.0
5033,2387,41,0.07,17776.0
5034,1542,44,0.11,16245.0
5035,1223,42,0.07,17101.0
5036,434,50,0.1,18231.0
5037,652,46,0.03,16532.0
5038,272,50,0.1,18231.0
5039,109,42,0.07,17101.0
5040,466,51,0.19,16476.0
5041,261,46,0.17,16750.0
5042,826,45,0.17,16808.0
5043,98,46,0.09,16657.0
5044,25,45,0.17,16808.0
5045,3275,37,0.11,17562.0
5046,706,40,0.04,17526.0
5047,393,52,0.09,21135.0
5048,732,46,0.06,19827.0
5049,14439,37,0.18,21164.0
5050,6596,37,0.23,21860.0
5051,773,38,0.39,19914.0
5052,1085,38,0.4,19727.0
5053,2162,38,0.3,21014.0
5054,1986,41,0.23,19058.0
5055,10750,35,0.27,22131.0
5056,3939,32,0.54,21670.0
5057,2545,37,0.23,21611.0
5058,830,39,0.28,20622.0
5059,8626,35,0.28,20935.0
5060,482,55,0.02,20190.0
5061,2050,34,0.32,24511.0
5062,23136,40,0.11,25995.0
5063,3174,39,0.05,26458.0
5064,2417,40,0.08,27430.0
5065,126,43,0.06,21487.0
5066,287,49,0.07,19611.0
5067,372,49,0.04,16677.0
5068,216,44,0.01,16038.0
5069,144,50,0.0,16637.0
5070,677,44,0.05,19784.0
5071,16238,36,0.06,20969.0
5072,1402,36,0.02,21779.0
5073,908,50,0.02,18770.0
5074,137,38,0.05,30416.0
5075,386,56,0.08,15084.0
5076,187,55,0.2,15355.0
5077,2022,39,0.12,26551.0
5078,589,43,0.33,24565.0
5079,485,40,0.05,16595.0
5080,1553,47,0.12,17589.0
5081,160,47,0.03,18440.0
5082,8266,44,0.12,27597.0
5083,231,52,0.05,21296.0
5084,198,41,0.1,22007.0
5085,55,51,0.06,18236.0
5086,537,45,0.1,24980.0
5087,794,44,0.07,26940.0
5088,3637,35,0.13,29795.0
5089,409,48,0.09,19438.0
5090,459,49,0.09,19300.0
5091,860,54,0.08,17813.0
5092,545,48,0.09,19438.0
5093,438,51,0.09,17052.0
5094,382,51,0.09,17051.0
5095,205,51,0.09,17051.0
5096,674,48,0.25,17370.0
5097,667,51,0.11,19386.0
5098,655,48,0.25,17366.0
5099,11463,37,0.14,23850.0
5100,1017,48,0.04,21296.0
5101,217,54,0.05,17659.0
5102,213,56,0.06,16894.0
5103,677,44,0.12,21053.0
5104,815,44,0.12,20685.0
5105,496,44,0.1,20866.0
5106,463,49,0.02,21138.0
5107,432,49,0.02,21225.0
5108,910,50,0.02,20771.0
5109,187,48,0.01,24381.0
5110,232,48,0.01,24381.0
5111,65,48,0.01,24381.0
5112,419,48,0.02,23739.0
5113,355,49,0.02,22669.0
5114,627,50,0.02,21797.0
5115,1558,46,0.06,21576.0
5116,222,46,0.06,21576.0
5117,127,52,0.02,20137.0
5118,303,52,0.02,20137.0
5119,224,52,0.02,20137.0
5120,860,48,0.04,21919.0
5121,53,50,0.03,23651.0
5122,401,48,0.04,22016.0
5123,536,51,0.02,22878.0
5124,242,53,0.06,20567.0
5125,3491,40,0.2,17943.0
5126,545,46,0.23,20163.0
5127,233,46,0.1,19556.0
5128,822,50,0.06,18694.0
5129,331,50,0.1,19908.0
5130,16074,30,0.05,21394.0
5131,5313,34,0.09,21373.0
5132,3626,36,0.11,21621.0
5133,122,34,0.13,18908.0
5134,1352,38,0.08,18158.0
5135,1697,38,0.17,19932.0
5136,1982,51,0.23,19573.0
5137,72,44,0.12,16226.0
5138,553,48,0.18,18279.0
5139,544,51,0.06,18428.0
5140,217,48,0.31,18707.0
5141,199,48,0.25,18635.0
5142,1058,45,0.15,16570.0
5143,3338,40,0.55,20737.0
5144,1418,45,0.59,20472.0
5145,432,47,0.38,19190.0
5146,3835,37,0.13,20419.0
5147,808,42,0.01,20698.0
5148,4166,35,0.1,20777.0
5149,476,44,0.16,18096.0
5150,484,46,0.06,17513.0
5151,452,46,0.05,19437.0
5152,379,47,0.02,18965.0
5153,1451,45,0.03,17140.0
5154,819,54,0.07,17087.0
5155,1771,40,0.11,18943.0
5156,542,44,0.11,18687.0
5157,720,43,0.11,19118.0
5158,361,44,0.12,24013.0
5159,3286,38,0.08,18449.0
5160,1423,42,0.12,18289.0
5161,571,48,0.07,20059.0
5162,389,46,0.04,17082.0
5163,1704,43,0.06,18115.0
5164,662,50,0.08,16772.0
5165,313,48,0.07,17346.0
5166,302,52,0.1,16222.0
5167,9308,41,0.1,25974.0
5168,695,54,0.05,18311.0
5169,947,45,0.04,18753.0
5170,185,56,0.07,19279.0
5171,357,51,0.01,21833.0
5172,4199,37,0.02,17668.0
5173,1894,40,0.02,16205.0
5174,2108,42,0.02,15369.0
5175,777,42,0.01,16505.0
5176,809,45,0.07,15376.0
5177,5571,38,0.03,17730.0
5178,4351,39,0.05,16767.0
5179,3708,40,0.01,17664.0
5180,2314,38,0.03,18492.0
5181,1308,41,0.01,15938.0
5182,1261,40,0.04,15622.0
5183,719,41,0.01,16824.0
5184,853,47,0.05,20474.0
5185,234,48,0.05,21318.0
5186,2844,33,0.06,24240.0
5187,6237,35,0.04,23941.0
5188,2230,32,0.07,20911.0
5189,326,39,0.05,21227.0
5190,1451,41,0.09,21854.0
5191,1187,38,0.16,19778.0
5192,544,40,0.1,19310.0
5193,4889,37,0.07,23876.0
5194,3187,36,0.08,22565.0
5195,2738,37,0.05,22861.0
5196,3862,36,0.03,23514.0
5197,3530,35,0.09,23110.0
5198,526,37,0.1,22417.0
5199,2291,37,0.05,23547.0
5200,2642,39,0.02,20898.0
5201,190,52,0.02,21903.0
5202,7516,41,0.07,24556.0
5203,6750,44,0.05,23861.0
5204,14637,32,0.1,24594.0
5205,13545,36,0.07,19464.0
5206,13307,36,0.04,21506.0
5207,14557,34,0.04,21571.0
5208,27395,34,0.06,23224.0
5209,25950,38,0.05,23360.0
5210,3,35,0.03,20549.0
5211,9949,37,0.03,17799.0
5212,1241,39,0.01,17155.0
5213,3655,40,0.04,15978.0
5214,5539,43,0.02,15861.0
5215,2879,38,0.01,16278.0
5216,2022,43,0.02,16352.0
5217,21100,38,0.05,19736.0
5218,3687,44,0.18,25090.0
5219,87,44,0.18,23673.0
5220,1290,43,0.22,24559.0
5221,2204,43,0.18,22230.0
5222,2919,43,0.13,23548.0
5223,883,48,0.17,22718.0
5224,3568,43,0.16,24197.0
5225,1112,42,0.28,23775.0
5226,5099,38,0.16,25014.0
5227,1949,36,0.46,24786.0
5228,9210,35,0.44,23820.0
5229,6316,41,0.21,24994.0
5230,1237,43,0.28,25269.0
5231,2956,38,0.27,24595.0
5232,1695,39,0.31,23951.0
5233,7207,36,0.38,24087.0
5234,18883,36,0.3,25707.0
5235,12086,35,0.26,26965.0
5236,9826,38,0.37,24812.0
5237,12516,42,0.17,24709.0
5238,175,44,0.19,25439.0
5239,7752,43,0.17,24579.0
5240,3001,38,0.42,24452.0
5241,4515,41,0.33,25303.0
5242,2271,43,0.22,24378.0
5243,2120,44,0.34,23704.0
5244,1284,42,0.39,23475.0
5245,4098,34,0.41,24410.0
5246,2738,40,0.33,24397.0
5247,5910,45,0.12,29841.0
5248,6746,45,0.15,29780.0
5249,9214,45,0.15,29651.0
5250,11185,44,0.29,29274.0
5251,10119,43,0.18,34951.0
5252,21887,43,0.12,32510.0
5253,23246,38,0.13,33010.0
5254,3091,39,0.26,29890.0
5255,23883,32,0.13,30706.0
5256,17598,44,0.16,30966.0
5257,17023,37,0.26,27952.0
5258,24922,35,0.16,27619.0
5259,26146,38,0.2,28569.0
5260,19464,45,0.13,28817.0
5261,11829,29,0.08,32808.0
5262,2877,34,0.14,27035.0
5263,121,47,0.11,25472.0
5264,6330,36,0.13,27423.0
5265,550,38,0.07,28405.0
5266,427,43,0.13,25488.0
5267,505,47,0.03,25224.0
5268,1122,40,0.09,27503.0
5269,324,45,0.13,25965.0
5270,1736,43,0.06,24603.0
5271,1066,45,0.08,26186.0
5272,926,41,0.14,27316.0
5273,288,46,0.03,25021.0
5274,394,45,0.09,21235.0
5275,70,56,0.06,16626.0
5276,1006,39,0.02,16207.0
5277,1694,43,0.07,26719.0
5278,1220,49,0.02,24011.0
5279,444,49,0.02,23085.0
5280,392,53,0.02,19743.0
5281,233,50,0.02,19186.0
5282,162,51,0.01,18754.0
5283,536,49,0.02,20365.0
5284,386,50,0.02,20772.0
5285,51,45,0.04,25739.0
5286,706,46,0.08,25109.0
5287,928,44,0.04,25644.0
5288,42,47,0.0,24219.0
5289,118,50,0.04,27568.0
5290,203,54,0.03,20771.0
5291,458,52,0.07,27270.0
5292,212,54,0.03,23752.0
5293,35429,39,0.16,27414.0
5294,303,42,0.06,27503.0
5295,231,44,0.05,26727.0
5296,377,41,0.06,27955.0
5297,233,48,0.07,24883.0
5298,1035,51,0.06,20752.0
5299,903,52,0.04,19199.0
5300,554,53,0.04,19226.0
5301,135,52,0.04,19147.0
5302,10,48,0.07,21053.0
5303,817,52,0.08,22391.0
5304,711,52,0.07,27718.0
5305,459,54,0.07,20662.0
5306,1017,51,0.06,27348.0
5307,961,51,0.06,27541.0
5308,45,56,0.06,16626.0
5309,18160,42,0.08,27959.0
5310,10081,44,0.08,31830.0
5311,14754,42,0.08,30513.0
5312,10054,44,0.09,29181.0
5313,28054,41,0.09,28169.0
5314,45499,40,0.11,28825.0
5315,36057,40,0.1,28887.0
5316,18327,41,0.11,28560.0
5317,1375,49,0.08,24129.0
5318,1929,49,0.05,24109.0
5319,75,52,0.03,23586.0
5320,748,52,0.03,23586.0
5321,320,51,0.04,24889.0
5322,331,52,0.03,21637.0
5323,686,52,0.03,21637.0
5324,238,52,0.03,21637.0
5325,1558,50,0.07,23631.0
5326,5184,43,0.06,24574.0
5327,1609,47,0.03,23182.0
5328,1510,45,0.03,24895.0
5329,791,48,0.04,23178.0
5330,782,52,0.03,21031.0
5331,2291,48,0.04,22818.0
5332,602,49,0.03,21257.0
5333,1336,48,0.03,22584.0
5334,295,52,0.03,21061.0
5335,448,49,0.05,24868.0
5336,2026,48,0.06,22359.0
5337,335,47,0.04,24763.0
5338,863,50,0.04,22377.0
5339,726,50,0.07,22298.0
5340,686,50,0.04,21058.0
5341,783,49,0.02,20594.0
5342,1346,49,0.01,23404.0
5343,463,47,0.03,23814.0
5344,998,48,0.05,24285.0
5345,470,50,0.04,25437.0
5346,93,50,0.04,25475.0
5347,656,49,0.04,25080.0
5348,1090,49,0.04,24391.0
5349,33,49,0.03,25209.0
5350,1172,48,0.03,25443.0
5351,617,47,0.04,24165.0
5352,443,49,0.03,25209.0
5353,1877,43,0.04,26097.0
5354,1214,48,0.03,25151.0
5355,738,47,0.06,23968.0
5356,606,45,0.01,28245.0
5357,1654,44,0.04,24857.0
5358,313,47,0.02,25967.0
5359,353,47,0.02,25967.0
5360,57,47,0.03,22637.0
5361,6951,40,0.07,26102.0
5362,1078,48,0.04,21814.0
5363,1120,46,0.02,22948.0
5364,1685,42,0.03,23023.0
5365,760,43,0.04,23956.0
5366,716,45,0.02,24215.0
5367,498,46,0.01,24353.0
5368,1574,46,0.01,23966.0
5369,1339,45,0.02,24626.0
5370,8357,35,0.05,22916.0
5371,7488,37,0.1,22852.0
5372,17648,34,0.05,23316.0
5373,2875,37,0.05,20279.0
5374,6215,33,0.07,22194.0
5375,4966,34,0.03,22522.0
5376,3647,32,0.07,22308.0
5377,11185,34,0.03,22889.0
5378,5734,35,0.04,25260.0
5379,11857,34,0.1,25013.0
5380,15155,34,0.04,24473.0
5381,530,40,0.03,16184.0
5382,208,39,0.05,17846.0
5383,666,40,0.03,15946.0
5384,660,32,0.04,19772.0
5385,2803,42,0.05,28530.0
5386,2881,40,0.1,27778.0
5387,881,40,0.05,29265.0
5388,1279,44,0.03,30615.0
5389,663,41,0.04,29054.0
5390,249,40,0.11,25195.0
5391,264,40,0.11,25195.0
5392,380,42,0.07,26069.0
5393,144,42,0.1,27057.0
5394,1271,43,0.05,25505.0
5395,477,52,0.04,20226.0
5396,769,47,0.02,24246.0
5397,27050,37,0.08,23916.0
5398,8036,32,0.04,23451.0
5399,4229,36,0.02,23058.0
5400,9097,33,0.09,23999.0
5401,2791,38,0.03,21714.0
5402,992,41,0.05,28088.0
5403,593,45,0.01,25201.0
5404,388,41,0.05,28088.0
5405,1404,41,0.06,26564.0
5406,148,48,0.03,35514.0
5407,396,48,0.04,24175.0
5408,665,46,0.03,25736.0
5409,548,45,0.07,22053.0
5410,156,46,0.04,25531.0
5411,13871,32,0.1,31180.0
5412,3440,37,0.07,24460.0
5413,5583,37,0.07,27850.0
5414,7878,33,0.07,28547.0
5415,514,40,0.03,32654.0
5416,1698,38,0.05,28614.0
5417,892,39,0.08,28612.0
5418,14251,41,0.15,25927.0
5419,914,38,0.13,25551.0
5420,1244,47,0.1,25663.0
5421,330,56,0.12,19794.0
5422,112,51,0.09,25343.0
5423,399,51,0.05,25779.0
5424,446,54,0.02,23368.0
5425,651,53,0.05,23418.0
5426,4018,43,0.1,27658.0
5427,187,53,0.04,23126.0
5428,1018,38,0.13,25551.0
5429,830,46,0.04,25030.0
5430,139,41,0.11,25999.0
5431,1386,46,0.04,25226.0
5432,956,43,0.06,25799.0
5433,2161,42,0.19,24879.0
5434,714,46,0.1,26734.0
5435,911,46,0.13,25379.0
5436,18,46,0.13,25379.0
5437,1863,48,0.15,25239.0
5438,3031,43,0.21,23886.0
5439,1075,47,0.1,22584.0
5440,886,48,0.1,27166.0
5441,513,43,0.07,25787.0
5442,113,50,0.03,23204.0
5443,422,46,0.02,23630.0
5444,793,47,0.03,24541.0
5445,473,46,0.14,21352.0
5446,693,44,0.11,23458.0
5447,370,50,0.13,26354.0
5448,197,49,0.01,27317.0
5449,109,40,0.26,17010.0
5450,671,45,0.06,26313.0
5451,323,48,0.05,24445.0
5452,713,46,0.05,25601.0
5453,1270,49,0.1,23730.0
5454,11390,41,0.14,27255.0
5455,2225,41,0.09,25689.0
5456,366,42,0.08,26631.0
5457,34,41,0.08,30246.0
5458,3440,43,0.24,24141.0
5459,2973,44,0.24,24384.0
5460,2806,42,0.17,25302.0
5461,6080,38,0.19,26196.0
5462,1412,44,0.07,28048.0
5463,267,48,0.03,25804.0
5464,122,53,0.04,24741.0
5465,120,49,0.01,25741.0
5466,246,49,0.01,26232.0
5467,51,59,0.04,25109.0
5468,91,56,0.02,30855.0
5469,221,51,0.02,23254.0
5470,946,46,0.07,27077.0
5471,534,38,0.07,28405.0
5472,490,43,0.05,27885.0
5473,158,46,0.01,29653.0
5474,125,45,0.0,31199.0
5475,83,53,0.04,24741.0
5476,316,44,0.03,24473.0
5477,95,44,0.06,25797.0
5478,49,44,0.06,25797.0
5479,64,44,0.06,25797.0
5480,101,44,0.06,25797.0
5481,806,33,0.05,31733.0
5482,326,46,0.08,26390.0
5483,980,45,0.04,25739.0
5484,204,53,0.04,27076.0
5485,1119,50,0.14,19927.0
5486,859,45,0.11,21292.0
5487,754,48,0.1,20269.0
5488,2528,51,0.29,18653.0
5489,457,53,0.16,20679.0
5490,39,53,0.16,20694.0
5491,841,52,0.22,18594.0
5492,1284,51,0.25,18888.0
5493,217,53,0.16,20694.0
5494,24,52,0.02,27262.0
5495,208,46,0.05,27823.0
5496,549,51,0.03,20886.0
5497,700,50,0.03,28324.0
5498,99,52,0.02,27275.0
5499,425,53,0.03,27329.0
5500,145,52,0.02,26514.0
5501,857,46,0.08,20725.0
5502,3992,44,0.13,24848.0
5503,3732,40,0.14,26342.0
5504,1280,47,0.11,24963.0
5505,2843,43,0.11,25545.0
5506,3349,42,0.12,26094.0
5507,2380,44,0.1,25836.0
5508,3669,40,0.16,26619.0
5509,3860,40,0.17,25480.0
5510,6263,40,0.11,26839.0
5511,1161,46,0.1,24340.0
5512,4993,40,0.15,25997.0
5513,3717,43,0.09,25435.0
5514,208,51,0.04,28324.0
5515,1428,46,0.16,25008.0
5516,4316,42,0.22,24714.0
5517,8123,42,0.23,25518.0
5518,7777,40,0.22,25505.0
5519,2268,47,0.17,22442.0
5520,18195,38,0.17,26935.0
5521,10487,36,0.13,28278.0
5522,10359,35,0.09,26779.0
5523,11088,27,0.15,30854.0
5524,438,42,0.06,27503.0
5525,290,42,0.05,26263.0
5526,24,60,0.0,23548.0
5527,410,48,0.14,25843.0
5528,215,46,0.01,26273.0
5529,274,50,0.03,25814.0
5530,625,47,0.04,25215.0
5531,49,50,0.0,25756.0
5532,340,46,0.04,31814.0
5533,215,47,0.02,27677.0
5534,282,48,0.01,32043.0
5535,189,49,0.04,27300.0
5536,286,46,0.04,26349.0
5537,142,46,0.04,26349.0
5538,55,46,0.04,26349.0
5539,256,46,0.04,26349.0
5540,493,42,0.06,27503.0
5541,955,42,0.06,27503.0
5542,3738,43,0.12,27049.0
5543,211,43,0.11,24897.0
5544,362,41,0.13,24412.0
5545,26,41,0.13,24412.0
5546,438,45,0.05,25900.0
5547,528,45,0.05,25880.0
5548,607,45,0.05,25953.0
5549,466,41,0.07,25184.0
5550,617,42,0.06,25756.0
5551,1679,38,0.13,27804.0
5552,232,39,0.09,27721.0
5553,523,40,0.06,29779.0
5554,311,45,0.02,33478.0
5555,116,44,0.01,27597.0
5556,161,43,0.01,26677.0
5557,169,48,0.05,26148.0
5558,436,41,0.03,26655.0
5559,148,45,0.05,28471.0
5560,177,39,0.01,24314.0
5561,248,45,0.03,26370.0
5562,895,43,0.01,27640.0
5563,826,44,0.09,30063.0
5564,1241,43,0.06,28139.0
5565,540,45,0.01,29176.0
5566,999,42,0.05,26244.0
5567,7655,40,0.1,26779.0
5568,2095,44,0.12,26041.0
5569,1457,44,0.05,25883.0
5570,2485,39,0.07,26923.0
5571,422,51,0.05,25122.0
5572,1237,40,0.08,26693.0
5573,1082,41,0.07,27368.0
5574,948,43,0.08,25872.0
5575,160,44,0.01,26947.0
5576,375,43,0.07,27254.0
5577,622,49,0.07,22474.0
5578,556,54,0.07,21470.0
5579,1040,54,0.07,21470.0
5580,279,52,0.04,19353.0
5581,743,49,0.06,21440.0
5582,381,50,0.1,21693.0
5583,544,53,0.02,19966.0
5584,504,50,0.09,21547.0
5585,666,53,0.06,17388.0
5586,748,54,0.06,18364.0
5587,282,53,0.06,17020.0
5588,742,54,0.05,18875.0
5589,335,53,0.06,17705.0
5590,523,53,0.06,17668.0
5591,239,52,0.1,18261.0
5592,1022,51,0.07,19561.0
5593,507,52,0.06,19927.0
5594,684,55,0.04,19770.0
5595,1308,52,0.11,19101.0
5596,478,55,0.06,17849.0
5597,125,55,0.05,15290.0
5598,82,55,0.05,15290.0
5599,100,52,0.11,19101.0
5600,467,55,0.06,18743.0
5601,120,55,0.06,18743.0
5602,90,55,0.06,18743.0
5603,2279,37,0.17,26877.0
5604,723,45,0.03,26379.0
5605,419,42,0.04,28186.0
5606,617,43,0.07,27288.0
5607,548,45,0.03,27730.0
5608,1473,39,0.13,25644.0
5609,884,41,0.07,27977.0
5610,25259,43,0.09,22866.0
5611,25497,42,0.13,24182.0
5612,9876,44,0.1,28090.0
5613,18451,44,0.09,25262.0
5614,26965,43,0.12,24446.0
5615,1439,48,0.07,21053.0
5616,1164,51,0.04,21806.0
5617,679,48,0.07,24854.0
5618,312,49,0.06,21445.0
5619,879,46,0.22,18262.0
5620,408,44,0.14,22220.0
5621,502,45,0.18,19284.0
5622,299,46,0.22,18207.0
5623,1277,50,0.1,20471.0
5624,770,50,0.08,26314.0
5625,4524,45,0.1,20960.0
5626,421,48,0.07,20985.0
5627,524,49,0.08,20686.0
5628,488,51,0.04,18536.0
5629,138,56,0.03,18009.0
5630,186,56,0.03,18009.0
5631,209,56,0.03,18009.0
5632,260,56,0.03,18009.0
5633,246,56,0.03,18009.0
5634,165,49,0.06,20364.0
5635,203,48,0.07,20926.0
5636,322,57,0.06,16122.0
5637,353,57,0.06,16122.0
5638,408,57,0.06,16122.0
5639,3101,44,0.08,21937.0
5640,547,52,0.07,19717.0
5641,927,52,0.07,19717.0
5642,203,51,0.08,20710.0
5643,570,51,0.08,20700.0
5644,528,48,0.08,19486.0
5645,800,47,0.08,21135.0
5646,1084,51,0.07,20117.0
5647,1160,47,0.06,20917.0
5648,228,52,0.09,18819.0
5649,563,50,0.1,20009.0
5650,366,51,0.1,19207.0
5651,104,50,0.1,20009.0
5652,395,50,0.1,19727.0
5653,140,52,0.09,18724.0
5654,1814,52,0.09,18222.0
5655,418,47,0.08,20249.0
5656,97,47,0.08,20249.0
5657,597,51,0.08,20710.0
5658,100,53,0.04,19270.0
5659,402,52,0.08,20444.0
5660,297,53,0.04,19270.0
5661,153,51,0.09,18738.0
5662,123,52,0.08,20193.0
5663,755,53,0.06,18177.0
5664,721,50,0.05,19284.0
5665,559,52,0.08,20193.0
5666,144,52,0.08,20193.0
5667,458,51,0.09,18738.0
5668,11133,43,0.16,22598.0
5669,791,50,0.05,20460.0
5670,262,50,0.15,19844.0
5671,821,47,0.07,19312.0
5672,429,52,0.07,19733.0
